TestResult
Energy Energy_Error Calculated_Area Calculated_Area_Error Numerical_Area Numerical_Area_Error Total_Peak_Area Total_Peak_Area_Error Sigma Sigma_error
165.034 2.76177 5.71893e-11 1.55772 8.4583e-11 2.82211 8.4583e-11 2.82211 0.398657 0.817425
294.5 1.33858 17.187 13.0837 17.187 138.437 17.187 138.437 0.250011 0.0523856
386.83 3.22764 4.08815e-07 6.70517 4.08817e-07 118.429 4.08817e-07 118.429 0.561775 0.893238
452.668 0.455032 22.6209 28.3874 22.6209 120.657 22.6209 120.657 0.5 0.259885
502.154 2.08727 2.45076e-08 9.85318 1.99452e-08 165.682 1.99452e-08 165.682 0.500003 1.0652
537.1 2.98777 977.781 529638 0 165.682 1.99452e-08 165.682 1.25 1.12041
559.8 2.98777 829.498 576487 0 165.682 1.99452e-08 165.682 1 1.12041
576.4 2.98777 871.543 605707 0 165.682 1.99452e-08 165.682 1.25 1.12041
601.7 2.98777 879.768 611423 0 165.682 1.99452e-08 165.682 1.25 1.12041
611.9 2.98777 846.819 588525 0 165.682 1.99452e-08 165.682 1.25 1.12041
