TestResult
Energy Energy_Error Calculated_Area Calculated_Area_Error Numerical_Area Numerical_Area_Error Total_Peak_Area Total_Peak_Area_Error Sigma Sigma_error
163.5 3.23106 5.91275 23.7563 5.91275 50.2445 5.91275 50.2445 0.25 0.979243
296.113 0.278617 65.5058 356.064 65.5058 180.173 65.5058 180.173 0.279854 1.07746
384.41 0.506263 17.7084 38.6833 17.7084 52.6481 17.7084 52.6481 0.5 1.04083
451.18 2.95904 1.21778e-09 0.91771 1.27784e-09 33.7056 1.27784e-09 33.7056 0.501768 1.17004
498.5 0.465078 52.3154 40.9654 52.3148 73.6293 52.3148 73.6293 2 1.32277
537.1 2.98777 236.563 122724 0 70.2874 52.3148 73.6293 1.25 1.12041
559.8 2.98777 145.384 101040 0 70.2874 52.3148 73.6293 1 1.12041
576.4 2.98777 181.731 126300 0 70.2874 52.3148 73.6293 1.25 1.12041
601.7 2.98777 129.64 90097.3 0 70.2874 52.3148 73.6293 1.25 1.12041
611.9 2.98777 179.772 124939 0 70.2874 52.3148 73.6293 1.25 1.12041
