TestResult
Energy Energy_Error Calculated_Area Calculated_Area_Error Numerical_Area Numerical_Area_Error Total_Peak_Area Total_Peak_Area_Error Sigma Sigma_error
167.5 0.018671 128.003 19.366 128.003 38.7411 128.003 38.7411 0.621504 0.0560876
297.6 0.05734 383.997 21.6976 383.993 22.3956 383.993 22.3956 1.75 0.0225512
384.1 0.0283618 110.513 21.7243 110.513 49.8919 110.513 49.8919 1.09371 0.123647
452.614 0.147066 42.1705 12.0805 42.1705 43.0081 42.1705 43.0081 0.5 0.0371205
498.946 0.0659163 88.5763 13.9635 88.5763 61.2425 88.5763 61.2425 0.5 0.0164013
537.1 2.98777 99.3822 51925.2 0 59.7001 88.5763 61.2425 1.25 1.12041
559.8 2.98777 0.852465 592.449 0 59.7001 88.5763 61.2425 1 1.12041
576.4 2.98777 96.8525 67310.8 0 59.7001 88.5763 61.2425 1.25 1.12041
601.7 2.98777 271.448 188652 0 59.7001 88.5763 61.2425 1.25 1.12041
611.9 2.98777 248.908 172987 0 59.7001 88.5763 61.2425 1.25 1.12041
