TestResult
Energy Energy_Error Calculated_Area Calculated_Area_Error Numerical_Area Numerical_Area_Error Total_Peak_Area Total_Peak_Area_Error Sigma Sigma_error
167.5 2.01779 7.2122 39.7544 7.2122 44.1612 7.2122 44.1612 0.250018 1.36779
295.522 2.86628 4.09148 19.0544 4.09148 46.4573 4.09148 46.4573 0.250192 1.10606
385.45 0.432705 13.5503 12.2311 13.5503 46.2643 13.5503 46.2643 0.5 0.250275
453.071 3.66273 42.6199 24.6438 42.6199 47.0246 42.6199 47.0246 1.23631 0.459283
498.5 0.260296 20.7543 16.3909 20.7543 63.5496 20.7543 63.5496 1.00576 0.431132
537.1 2.98777 132.952 109939 0 61.2991 20.7543 63.5496 1.25 1.12041
559.8 2.98777 123.413 85769.7 0 61.2991 20.7543 63.5496 1 1.12041
576.4 2.98777 131.637 91485.2 0 61.2991 20.7543 63.5496 1.25 1.12041
601.7 2.98777 178.249 123880 0 61.2991 20.7543 63.5496 1.25 1.12041
611.9 2.98777 124.751 86699.9 0 61.2991 20.7543 63.5496 1.25 1.12041
