TestResult
Energy Energy_Error Calculated_Area Calculated_Area_Error Numerical_Area Numerical_Area_Error Total_Peak_Area Total_Peak_Area_Error Sigma Sigma_error
167.462 0.0240468 3856.43 140.983 3856.43 240.172 3856.43 240.172 0.845899 0.0207995
294.626 0.0453897 2387.6 140.537 2387.6 183.098 2387.6 183.098 1.17292 0.0512098
387.829 0.0905994 390.146 75.1539 390.146 152.249 390.146 152.249 0.698121 0.100044
451.564 0.808185 2.80093 60.973 2.80093 126.791 2.80093 126.791 0.5 1.04871
500.623 0.21411 45.2972 27.4073 45.2972 183.548 45.2972 183.548 0.5 0.0527166
537.1 2.98777 1227.55 699179 0 181.547 45.2972 183.548 1.25 1.12041
559.8 2.98777 863.116 599851 0 181.547 45.2972 183.548 1 1.12041
576.4 2.98777 868.5 603592 0 181.547 45.2972 183.548 1.25 1.12041
601.7 2.98777 1802.68 1.25283e+06 0 181.547 45.2972 183.548 1.25 1.12041
611.9 2.98777 1161.29 807075 0 181.547 45.2972 183.548 1.25 1.12041
