TestResult
Energy Energy_Error Calculated_Area Calculated_Area_Error Numerical_Area Numerical_Area_Error Total_Peak_Area Total_Peak_Area_Error Sigma Sigma_error
167.162 3.69826 7.37163 895.445 7.37163 2570.29 7.37163 2570.29 0.250051 0.782048
296.866 1.19051 83.3516 27.1882 83.3514 56.8275 83.3514 56.8275 1.75 0.170801
386.818 0.216426 68.8193 21.2031 68.8193 57.2587 68.8193 57.2587 0.735432 0.135026
449.581 0.433075 15.0469 13.8677 15.0469 51.3807 15.0469 51.3807 0.5 0.266151
502.288 2.08504 65.0766 50.3461 65.0729 72.341 65.0729 72.341 2 1.39417
537.1 2.98777 193.741 97984.7 0 68.9669 65.0729 72.341 1.25 1.12041
559.8 2.98777 130.902 90974.4 0 68.9669 65.0729 72.341 1 1.12041
576.4 2.98777 143.957 100048 0 68.9669 65.0729 72.341 1.25 1.12041
601.7 2.98777 168.849 117347 0 68.9669 65.0729 72.341 1.25 1.12041
611.9 2.98777 164.323 114202 0 68.9669 65.0729 72.341 1.25 1.12041
