TestResult
Energy Energy_Error Calculated_Area Calculated_Area_Error Numerical_Area Numerical_Area_Error Total_Peak_Area Total_Peak_Area_Error Sigma Sigma_error
166.325 3.248 2.97926e-10 1.84974 5.65706e-10 149.976 5.65706e-10 149.976 0.250005 1.0651
294.26 0.339222 153.092 77.2868 153.092 200.232 153.092 200.232 0.810304 0.298992
387.849 3.74228 2.25287e-09 42.2579 2.61753e-09 67.7268 2.61753e-09 67.7268 0.500003 1.48789
452.851 2.82513 0.00564558 76.2678 0.00564558 0 0.00564558 0 0.538649 1.23757
498.5 0.265211 132.984 56.6378 132.984 210.629 132.984 210.629 0.813864 0.243335
537.1 2.98777 1498.49 853500 0 202.645 132.984 210.629 1.25 1.12041
559.8 2.98777 1174.36 816157 0 202.645 132.984 210.629 1 1.12041
576.4 2.98777 1455.02 1.01121e+06 0 202.645 132.984 210.629 1.25 1.12041
601.7 2.98777 1494.58 1.0387e+06 0 202.645 132.984 210.629 1.25 1.12041
611.9 2.98777 1339.87 931187 0 202.645 132.984 210.629 1.25 1.12041
