TestResult
Energy Energy_Error Calculated_Area Calculated_Area_Error Numerical_Area Numerical_Area_Error Total_Peak_Area Total_Peak_Area_Error Sigma Sigma_error
167.5 2.84071 1.15284e-09 2.84823 1.15233e-09 93.273 1.15233e-09 93.273 1.37664 1.22927
297.002 0.116055 59.6633 634.191 59.6633 548.809 59.6633 548.809 0.33684 1.45585
387.634 0.518679 19.1329 40.8186 19.1329 91.031 19.1329 91.031 0.5 0.932359
449.1 3.47195 20.2936 43.9933 20.2936 106.272 20.2936 106.272 1.70267 1.02916
500.837 0.253984 36.3274 23.7732 36.3274 122.9 36.3274 122.9 0.5 0.177951
537.1 2.98777 566.102 322436 0 121.269 36.3274 122.9 1.25 1.12041
559.8 2.98777 421.472 292916 0 121.269 36.3274 122.9 1 1.12041
576.4 2.98777 600.376 417251 0 121.269 36.3274 122.9 1.25 1.12041
601.7 2.98777 447.804 311216 0 121.269 36.3274 122.9 1.25 1.12041
611.9 2.98777 538.35 374144 0 121.269 36.3274 122.9 1.25 1.12041
