TestResult
Energy Energy_Error Calculated_Area Calculated_Area_Error Numerical_Area Numerical_Area_Error Total_Peak_Area Total_Peak_Area_Error Sigma Sigma_error
165.017 0.256896 26.3086 1999.67 26.3086 333.334 26.3086 333.334 0.272469 0.992238
293.6 3.19221 32.6312 143.973 32.6312 160.839 32.6312 160.839 0.25 1.10014
386.833 3.22842 2.6269e-08 6.41103 2.62689e-08 78.8097 2.62689e-08 78.8097 1.50896 0.988344
449.1 0.133685 354.719 54.8521 354.718 95.9815 354.718 95.9815 2 0.146034
502.101 0.136172 70.5658 26.7415 70.5658 112.608 70.5658 112.608 0.5 0.127443
537.1 2.98777 439.704 363595 0 110.855 70.5658 112.608 1.25 1.12041
559.8 2.98777 376.551 261697 0 110.855 70.5658 112.608 1 1.12041
576.4 2.98777 451.193 313571 0 110.855 70.5658 112.608 1.25 1.12041
601.7 2.98777 540.492 375632 0 110.855 70.5658 112.608 1.25 1.12041
611.9 2.98777 424.908 295304 0 110.855 70.5658 112.608 1.25 1.12041
