TestResult
Energy Energy_Error Calculated_Area Calculated_Area_Error Numerical_Area Numerical_Area_Error Total_Peak_Area Total_Peak_Area_Error Sigma Sigma_error
167.5 2.20788 6.84081 25.0428 6.84081 99.6703 6.84081 99.6703 0.25 0.838428
296.441 3.16634 17.0844 65.6363 17.0844 109.307 17.0844 109.307 0.250004 0.779243
385.617 2.35091 2.03991e-11 32.3648 1.90994e-11 12.1333 1.90994e-11 12.1333 0.6246 1.07079
450.175 0.256189 49.9312 41.662 49.9312 102.657 49.9312 102.657 0.5 0.333201
500.666 0.362493 33.9316 26.1093 33.9316 137.396 33.9316 137.396 0.5 0.239128
537.1 2.98777 587.523 334637 0 135.865 33.9316 137.396 1.25 1.12041
559.8 2.98777 552.737 384143 0 135.865 33.9316 137.396 1 1.12041
576.4 2.98777 760.045 528218 0 135.865 33.9316 137.396 1.25 1.12041
601.7 2.98777 644.817 448137 0 135.865 33.9316 137.396 1.25 1.12041
611.9 2.98777 635.993 442004 0 135.865 33.9316 137.396 1.25 1.12041
