TestResult
Energy Energy_Error Calculated_Area Calculated_Area_Error Numerical_Area Numerical_Area_Error Total_Peak_Area Total_Peak_Area_Error Sigma Sigma_error
165.479 2.95822 5.42362 21.1443 5.42362 127.371 5.42362 127.371 0.250005 0.754601
294.556 2.47372 29.5036 174.05 29.5036 142.455 29.5036 142.455 0.250157 1.40496
388.059 2.82761 278.793 161.757 278.721 150.247 278.721 150.247 2 1.01905
449.66 0.158139 110.798 31.3785 110.798 127.302 110.798 127.302 0.5 0.0480032
500.162 0.471476 25.2786 56.9399 25.2786 175.324 25.2786 175.324 0.5 0.985531
537.1 2.98777 1050.42 614492 0 173.144 25.2786 175.324 1.25 1.12041
559.8 2.98777 979.07 680437 0 173.144 25.2786 175.324 1 1.12041
576.4 2.98777 965.052 670694 0 173.144 25.2786 175.324 1.25 1.12041
601.7 2.98777 1024.62 712095 0 173.144 25.2786 175.324 1.25 1.12041
611.9 2.98777 1081.1 751345 0 173.144 25.2786 175.324 1.25 1.12041
