TestResult
Energy Energy_Error Calculated_Area Calculated_Area_Error Numerical_Area Numerical_Area_Error Total_Peak_Area Total_Peak_Area_Error Sigma Sigma_error
167.5 0.488166 115.652 87.3818 115.652 270.422 115.652 270.422 0.635094 0.303715
297.091 0.472265 90.9585 1422.75 90.9585 611.171 90.9585 611.171 0.261774 1.19919
388.1 0.198237 107.802 224.948 107.802 307.603 107.802 307.603 0.5 0.991425
451.309 0.864412 83.4332 179.047 83.4332 331.011 83.4332 331.011 0.572511 1.09664
500.759 1.09659 293.167 247.31 293.167 400.872 293.167 400.872 2 1.493
537.1 2.98777 5561.58 4.09214e+06 0 383.968 293.167 400.872 1.25 1.12041
559.8 2.98777 4394.12 3.05384e+06 0 383.968 293.167 400.872 1 1.12041
576.4 2.98777 5693.18 3.95666e+06 0 383.968 293.167 400.872 1.25 1.12041
601.7 2.98777 5229.45 3.63438e+06 0 383.968 293.167 400.872 1.25 1.12041
611.9 2.98777 5049.29 3.50917e+06 0 383.968 293.167 400.872 1.25 1.12041
